Trait,AccessionNumber,Condition,rep1,rep2,rep3,rep4,rep5,rep6
RK,Y40,T0,NA,NA,NA,NA,NA,NA
RL,Y40,T0,8.5,8.3,7.5,11,12.8,9.3
RNa,Y40,T0,NA,NA,NA,NA,NA,NA
SDM,Y40,T0,7.56,8.93,9.15,8.35,6.86,5.18
SFM,Y40,T0,138.49,156.89,147.97,134.75,120.29,95.42
SL,Y40,T0,3.8,4.8,4.3,3.7,3.8,3.4
ST,Y40,T0,1.28,1.42,1.3,1.14,1.2,1.04
TDM,Y40,T0,8.86,10.05,10.32,9.41,7.9,5.57
TFM,Y40,T0,175.32,184.25,170.1,157.86,145.91,114.68
WC,Y40,T0,166.46,174.2,159.78,148.45,138.01,109.11
WCn,Y40,T0,0.949463838,0.945454545,0.939329806,0.940390219,0.945857035,0.951430066
dGP,Y41,control,1358071,1333725,1324164,1409125,1824923,1564487
GPF,Y41,control,1478448,1449421,1671213,1677642,2157610,1801702
GPI,Y41,control,120377,115696,347049,268517,332687,237215
L4A,Y41,control,14.6306,15.2167,21.4157,20.4745,19.5581,17.6486
L4DM,Y41,control,15.6,15.63,20.33,19.86,16.48,17.17
L4FM,Y41,control,202.73,205,261.94,263.92,225.16,226.81
LeafElongationFactor,Y41,control,0.6455,0.7127,0.6466,0.6239,0.6827,0.7247
LeafHorizWidth,Y41,control,NA,5.3068,5.4599,5.2898,NA,5.4939
LeafPerimeter,Y41,control,64.596,68.0919,86.4064,79.7448,84.9498,65.7613
LeafSucculence,Y41,control,12.79031619,12.44487964,11.28191,11.92019341,10.66974808,11.87856261
LeafVertLength,Y41,control,7.1413,7.4459,8.4443,8.4781,8.5458,7.5812
LK,Y41,control,123.9779832,123.0395522,112.7850668,122.3059903,120.040253,113.2894486
LNa,Y41,control,8.603644525,9.610814807,16.88671826,13.39834467,12.24362661,11.78210265
RDM,Y41,control,6.88,5.11,9.11,7.94,7.38,8.82
RFM,Y41,control,174.77,134.85,173.82,169.28,149.7,150.86
RK,Y41,control,33.05735899,31.21627871,81.65867282,73.13747366,59.72456436,84.83525767
RL,Y41,control,18.5,17,14.2,20,15.5,14
RNa,Y41,control,6.551908988,8.247263758,9.471191792,9.638031486,10.50449691,9.997183892
SDM,Y41,control,41.12,34.56,51.61,53.42,51.21,45.2
SFM,Y41,control,933.32,851.12,1247.42,1230.06,1179.36,1027.19
SL,Y41,control,4,3.5,4.2,4,4,3.5
ST,Y41,control,1.94,1.42,2.38,2.3,2.35,2.36
TDM,Y41,control,63.6,55.3,81.05,81.22,75.07,71.19
TFM,Y41,control,1108.09,985.97,1421.24,1399.34,1329.06,1178.05
WC,Y41,control,1044.49,930.67,1340.19,1318.12,1253.99,1106.86
WCn,Y41,control,0.94260394,0.943913101,0.942972334,0.941958352,0.94351647,NA
dGP,Y41,salt,283195,184533,387864,291190,511028,318468
GPF,Y41,salt,434876,311035,701220,596049,811981,666582
GPI,Y41,salt,151681,126502,313356,304859,300953,348114
L4A,Y41,salt,1.529,1.5451,3.0931,6.4625,5.7809,6.5439
L4DM,Y41,salt,1.6,1.5,3.2,7.3,6.4,6.5
L4FM,Y41,salt,14.22,16.56,34.06,79.34,70.82,80.75
LeafElongationFactor,Y41,salt,0.506,0.6555,0.6249,0.5595,0.6292,0.6297
LeafHorizWidth,Y41,salt,1.2587,1.5308,2.0411,2.8405,2.7044,2.6534
LeafPerimeter,Y41,salt,10.9537,9.0116,15.1488,33.7352,30.3364,28.3166
LeafSucculence,Y41,salt,8.253760628,9.746941946,9.977045682,11.14738878,11.14359356,11.34644478
LeafVertLength,Y41,salt,2.4876,2.3353,3.266,5.0767,4.2983,4.2137
LK,Y41,salt,NA,58.10092961,58.48995463,41.0188784,39.27351754,37.17171717
LNa,Y41,salt,253.1695721,250.9960159,218.2436811,240.0749584,236.80534,242.4242424
RDM,Y41,salt,3,2.1,4.3,5.3,5.6,5.3
RFM,Y41,salt,38.21,26.42,59.81,80.54,88.54,80.66
RK,Y41,salt,48.56574837,70.72368421,48.09944154,61.5364168,54.91921871,58.85084926
RL,Y41,salt,10,12.6,11,13,14.5,11.5
RNa,Y41,salt,208.7475149,NA,NA,209.6624136,199.8432602,206.0111465
SDM,Y41,salt,14.2,10.22,24.41,25.69,25.44,24.49
SFM,Y41,salt,216.27,159.7,386.23,427.48,419.37,427.1
SL,Y41,salt,2.5,2.8,3.5,3,3.5,3.5
ST,Y41,salt,1.36,1.2,1.76,1.56,1.57,1.51
TDM,Y41,salt,18.8,13.82,31.91,38.29,37.44,36.29
TFM,Y41,salt,254.48,186.12,446.04,508.02,507.91,507.76
WC,Y41,salt,235.68,172.3,414.13,469.73,470.47,471.47
WCn,Y41,salt,0.92612386,0.92574683,0.928459331,0.924628952,0.926286153,0.928529226
dGP,Y41,T0,NA,NA,NA,NA,NA,NA
GPF,Y41,T0,NA,NA,NA,NA,NA,NA
GPI,Y41,T0,139309,118062,287741,288456,269383,340748
L4A,Y41,T0,NA,NA,NA,NA,NA,NA
L4DM,Y41,T0,NA,NA,NA,NA,NA,NA
L4FM,Y41,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y41,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y41,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y41,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y41,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y41,T0,NA,NA,NA,NA,NA,NA
LK,Y41,T0,NA,NA,NA,NA,NA,NA
LNa,Y41,T0,NA,NA,NA,NA,NA,NA
RDM,Y41,T0,0.73,0.64,0.95,1.2,1.11,1.34
RFM,Y41,T0,18.54,14.42,22.42,27.12,21.46,25.84
RK,Y41,T0,NA,NA,NA,NA,NA,NA
RL,Y41,T0,11,9.3,9,10.9,9.2,8.5
RNa,Y41,T0,NA,NA,NA,NA,NA,NA
SDM,Y41,T0,4.62,3.85,6.28,6.64,6.74,7.66
SFM,Y41,T0,76.35,65.23,114.51,118.85,115.62,131.88
SL,Y41,T0,2.3,2.1,2.1,1.7,1.5,2.1
ST,Y41,T0,0.9,0.84,1.23,1.2,1.03,1.21
TDM,Y41,T0,5.35,4.49,7.23,7.84,7.85,9
TFM,Y41,T0,94.89,79.65,136.93,145.97,137.08,157.72
WC,Y41,T0,89.54,75.16,129.7,138.13,129.23,148.72
WCn,Y41,T0,0.943618927,0.943628374,0.947199299,0.946290334,0.94273417,0.94293685
dGP,Y42,control,2260649,1796002,2570206,2366692,1623802,1776579
GPF,Y42,control,2658453,2098455,2913874,2805482,2023489,2233418
GPI,Y42,control,397804,302453,343668,438790,399687,456839
L4A,Y42,control,14.1114,13.1926,14.7259,19.2659,13.4732,20.6717
L4DM,Y42,control,17.54,15.44,18.82,23.45,11.98,21.33
L4FM,Y42,control,176.24,158.46,189.84,262.99,134.28,244.44
LeafElongationFactor,Y42,control,0.5606,0.6221,0.5323,0.5332,0.5123,0.6677
LeafHorizWidth,Y42,control,4.3543,5.0007,4.7115,5.0347,4.4904,NA
LeafPerimeter,Y42,control,46.0096,45.8542,48.5732,55.6815,49.1947,57.7208
LeafSucculence,Y42,control,11.24622646,10.84092597,11.61355163,12.43336673,NA,10.79301654
LeafVertLength,Y42,control,7.7674,8.0381,8.8504,9.4427,8.7658,9.375
LK,Y42,control,133.9004411,128.3037337,101.1577593,113.3422393,109.9754702,107.3461521
LNa,Y42,control,8.065532451,6.712347923,10.23272132,10.31143024,13.61406378,13.24458787
RDM,Y42,control,12.42,10.33,14.37,11.1,9.46,NA
RFM,Y42,control,245.22,222.55,253.22,236.03,237.79,NA
RK,Y42,control,76.4604811,45.47168033,57.56751099,42.90223625,30.00043796,85.34543979
RL,Y42,control,16.5,22.7,21.5,15,24.1,19.6
RNa,Y42,control,9.407216495,11.63886533,14.0046054,7.958031388,6.328559541,12.04727605
SDM,Y42,control,65.17,73.43,82.76,81.48,65.67,86.12
SFM,Y42,control,1193.94,1367.38,1476.49,1600.58,1320.37,1674.18
SL,Y42,control,5.5,6.5,6.2,6.8,7,4.7
ST,Y42,control,2.39,2.77,2.49,2.66,2.78,3.12
TDM,Y42,control,95.13,99.2,115.95,116.03,87.11,128.36
TFM,Y42,control,1439.16,1589.93,1729.71,1836.61,1558.16,2089.37
WC,Y42,control,1344.03,1490.73,1613.76,1720.58,1471.05,1961.01
WCn,Y42,control,0.933898941,0.937607316,0.932965642,0.936823822,0.944094316,0.938565213
dGP,Y42,salt,145296,60950,112587,187384,-24327,116124
GPF,Y42,salt,556260,415510,503166,543870,353536,476576
GPI,Y42,salt,410964,354560,390579,356486,377863,360452
L4A,Y42,salt,5.025,NA,3.895,3.6011,1.7103,1.6274
L4DM,Y42,salt,5.25,3.48,4.14,4.03,1.88,1.68
L4FM,Y42,salt,66.38,33.28,37.83,36.68,15.39,14.45
LeafElongationFactor,Y42,salt,0.7879,NA,0.62,0.6751,0.5908,0.5219
LeafHorizWidth,Y42,salt,2.6534,NA,2.2452,2.2962,1.4798,1.3777
LeafPerimeter,Y42,salt,15.1294,NA,15.343,13.5174,9.0699,9.4
LeafSucculence,Y42,salt,NA,NA,8.649550706,9.066674072,7.899198971,7.846872312
LeafVertLength,Y42,salt,3.3676,NA,3.6214,3.4014,2.5045,2.6399
LK,Y42,salt,52.51104204,81.7114094,99.88127041,91.42419602,105.8475204,138.4103367
LNa,Y42,salt,NA,212.9194631,231.522707,203.0627871,216.8763879,208.6922475
RDM,Y42,salt,4.43,4.55,5.67,5.64,5.48,4.64
RFM,Y42,salt,56.21,59.31,84.42,82.75,58.53,64.61
RK,Y42,salt,49.4399382,53.78013148,47.23809524,52.13331604,41.18755891,56.61163915
RL,Y42,salt,16,9.5,13,15.2,12.3,17.2
RNa,Y42,salt,185.8825801,193.1154127,193.3333333,185.7735702,201.6965127,209.2713023
SDM,Y42,salt,26.41,20.86,25.2,25.6,20.38,20.8
SFM,Y42,salt,349.21,277.55,290.94,307.48,219.3,234.8
SL,Y42,salt,4.5,4.4,4,4.1,3.8,3.8
ST,Y42,salt,1.74,1.66,1.5,1.6,1.3,1.5
TDM,Y42,salt,36.09,28.89,35.01,35.27,27.74,27.12
TFM,Y42,salt,405.42,336.86,375.36,390.23,277.83,299.41
WC,Y42,salt,369.33,307.97,340.35,354.96,250.09,272.29
WCn,Y42,salt,0.910981205,0.914237369,0.90672954,0.909617405,NA,0.909421863
dGP,Y42,T0,NA,NA,NA,NA,NA,NA
GPF,Y42,T0,NA,NA,NA,NA,NA,NA
GPI,Y42,T0,NA,428020,358875,381958,359594,315052
L4A,Y42,T0,NA,NA,NA,NA,NA,NA
L4DM,Y42,T0,NA,NA,NA,NA,NA,NA
L4FM,Y42,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y42,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y42,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y42,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y42,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y42,T0,NA,NA,NA,NA,NA,NA
LK,Y42,T0,NA,NA,NA,NA,NA,NA
LNa,Y42,T0,NA,NA,NA,NA,NA,NA
RDM,Y42,T0,0.3,1.6,0.87,1.25,1.01,0.74
RFM,Y42,T0,16.59,35.97,26.56,23.47,16.11,16.89
RK,Y42,T0,NA,NA,NA,NA,NA,NA
RL,Y42,T0,9.3,7.2,13,9.2,9.7,11.2
RNa,Y42,T0,NA,NA,NA,NA,NA,NA
SDM,Y42,T0,7.56,9.6,8.75,8.77,8.39,6.6
SFM,Y42,T0,99.58,141.48,125.31,132.15,124.07,110.91
SL,Y42,T0,NA,NA,3,3,2.9,2.9
ST,Y42,T0,1.08,1.14,1.1,1.15,NA,1.12
TDM,Y42,T0,7.86,11.2,9.62,10.02,9.4,7.34
TFM,Y42,T0,116.17,177.45,151.87,155.62,140.18,127.8
WC,Y42,T0,108.31,166.25,142.25,145.6,130.78,120.46
WCn,Y42,T0,0.932340535,0.936883629,0.936656351,0.935612389,0.932943359,0.94256651
dGP,Y43,control,286130,602445,573364,343931,191537,236611
GPF,Y43,control,572246,817426,803534,639946,491330,439924
GPI,Y43,control,286116,214981,230170,296015,299793,203313
L4A,Y43,control,9.3658,7.88,8.5956,9.3601,7.6017,5.5874
L4DM,Y43,control,NA,7.54,8.31,8.88,6.74,4.85
L4FM,Y43,control,118.95,82.27,93.83,104.96,78.06,56.18
LeafElongationFactor,Y43,control,0.7179,0.7008,0.5874,0.6321,0.6153,0.5224
LeafHorizWidth,Y43,control,4.2523,4.2693,3.708,4.1502,3.759,NA
LeafPerimeter,Y43,control,36.0658,32.9195,34.0459,36.8038,32.7835,NA
LeafSucculence,Y43,control,11.37542976,9.483502538,9.949276374,10.2648476,9.382111896,9.186741597
LeafVertLength,Y43,control,5.9228,6.0921,6.3121,6.5659,6.109,NA
LK,Y43,control,108.8792942,115.0809581,NA,109.8043297,112.1704992,106.1757257
LNa,Y43,control,NA,NA,8.594480823,7.805995004,7.711721817,8.474576271
RDM,Y43,control,5.15,5.47,5.17,4.04,3.78,2.66
RFM,Y43,control,132.69,138.8,125.43,90.2,88.57,58.15
RK,Y43,control,NA,56.62641566,56.54415433,74.86072423,66.63521642,74.78825014
RL,Y43,control,19,23.5,15.2,19.5,20,15.4
RNa,Y43,control,6.782185981,NA,6.569100283,6.905756732,6.250737115,6.217336457
SDM,Y43,control,46.75,31.75,38.49,31.87,25.81,21.53
SFM,Y43,control,548.01,503.91,547.17,428.06,324.28,234.78
SL,Y43,control,NA,4.9,5.1,5,4.7,4.7
ST,Y43,control,1.99,1.97,1.9,1.78,1.85,1.6
TDM,Y43,control,64.31,44.76,51.97,44.79,36.33,29.04
TFM,Y43,control,680.7,642.71,672.6,518.26,412.85,292.93
WC,Y43,control,616.39,597.95,620.63,473.47,376.52,263.89
WCn,Y43,control,0.905523726,0.930357393,0.922732679,0.913576197,0.912001938,0.900863688
dGP,Y43,salt,276958,-310479,-158529,-257327,92768,-120186
GPF,Y43,salt,569177,7372,150885,73088,331281,179812
GPI,Y43,salt,292219,317851,309414,330415,NA,299998
L4A,Y43,salt,1.2434,NA,1.6133,NA,1.3338,3.2957
L4DM,Y43,salt,1.58,NA,1.38,NA,1.53,3.22
L4FM,Y43,salt,14.52,NA,17.24,NA,15.64,49.16
LeafElongationFactor,Y43,salt,0.5532,NA,0.6746,NA,0.5988,0.7618
LeafHorizWidth,Y43,salt,1.2076,NA,1.7009,NA,1.4288,2.4493
LeafPerimeter,Y43,salt,7.8851,NA,9.1087,NA,8.1959,13.6339
LeafSucculence,Y43,salt,10.40694869,NA,9.830781628,NA,10.57879742,13.93937555
LeafVertLength,Y43,salt,2.183,NA,2.5214,NA,2.3861,3.2153
LK,Y43,salt,97.75888717,NA,75.66204288,NA,71.93479802,32.10709621
LNa,Y43,salt,590.0309119,NA,304.5397226,NA,264.7058824,301.3713539
RDM,Y43,salt,3.69,NA,2.07,NA,3.17,2.52
RFM,Y43,salt,65.06,NA,35.84,NA,59.84,41.21
RK,Y43,salt,41.87713867,NA,31.68492745,NA,24.43973884,36.44352546
RL,Y43,salt,12,NA,20,NA,19,15
RNa,Y43,salt,210.2004237,NA,188.777021,NA,185.2832186,208.0640993
SDM,Y43,salt,15.38,NA,13.55,NA,18.8,11.34
SFM,Y43,salt,151.45,NA,150.28,NA,225.65,144.14
SL,Y43,salt,4,NA,4.7,NA,4.2,4
ST,Y43,salt,1.33,NA,1.15,NA,1.25,1.03
TDM,Y43,salt,20.65,NA,17,NA,23.5,17.08
TFM,Y43,salt,216.51,NA,186.12,NA,285.49,185.35
WC,Y43,salt,195.86,NA,169.12,NA,261.99,168.27
WCn,Y43,salt,0.904623343,NA,0.908661079,NA,0.917685383,0.907850013
dGP,Y43,T0,NA,NA,NA,NA,NA,NA
GPF,Y43,T0,NA,NA,NA,NA,NA,NA
GPI,Y43,T0,230491,272907,248004,241770,314980,289795
L4A,Y43,T0,NA,NA,NA,NA,NA,NA
L4DM,Y43,T0,NA,NA,NA,NA,NA,NA
L4FM,Y43,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y43,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y43,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y43,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y43,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y43,T0,NA,NA,NA,NA,NA,NA
LK,Y43,T0,NA,NA,NA,NA,NA,NA
LNa,Y43,T0,NA,NA,NA,NA,NA,NA
RDM,Y43,T0,1,0.99,1.22,1.38,1.47,1.19
RFM,Y43,T0,28.67,21.54,29.86,25.62,29.74,25.31
RK,Y43,T0,NA,NA,NA,NA,NA,NA
RL,Y43,T0,16,12.3,13.5,13.2,11.4,14.4
RNa,Y43,T0,NA,NA,NA,NA,NA,NA
SDM,Y43,T0,6.59,7.45,7.08,6.71,8.74,7.88
SFM,Y43,T0,102.03,109.38,104.34,97.87,137.61,119.07
SL,Y43,T0,2.7,2.4,3.3,2.6,3.4,2.5
ST,Y43,T0,0.96,0.96,0.91,1.03,1.01,1.13
TDM,Y43,T0,7.59,8.44,8.3,8.09,10.21,9.07
TFM,Y43,T0,130.7,130.92,134.2,123.49,NA,144.38
WC,Y43,T0,123.11,122.48,125.9,115.4,NA,135.31
WCn,Y43,T0,0.94192808,0.93553315,0.938152012,0.934488623,0.93899014,0.937179665
dGP,Y44,control,1409314,2254715,1592430,1759557,1564553,2295113
GPF,Y44,control,1598735,2547849,1937792,2128778,1884318,2620864
GPI,Y44,control,NA,293134,345362,369221,319765,325751
L4A,Y44,control,12.4943,17.1615,13.4292,15.4178,15.1234,20.75
L4DM,Y44,control,12.9,18.37,15.3,12.9,13.17,17.56
L4FM,Y44,control,132.41,187.3,165.24,158.15,154.87,207.52
LeafElongationFactor,Y44,control,0.5911,0.5824,0.7057,0.6995,0.6259,0.651
LeafHorizWidth,Y44,control,4.7115,5.8341,5.613,5.5279,5.1367,6.1913
LeafPerimeter,Y44,control,42.8439,56.7303,45.9708,52.4964,50.7485,61.139
LeafSucculence,Y44,control,9.565161714,9.843545145,NA,9.420929056,9.369586204,9.154698795
LeafVertLength,Y44,control,7.9705,10.0181,7.9535,7.9028,8.2074,9.5104
LK,Y44,control,108.3591331,108.3288936,NA,113.9414802,113.6203246,107.1278164
LNa,Y44,control,8.493013137,5.238856331,8.036547953,7.917383821,5.504587156,5.474836808
RDM,Y44,control,11.42,14.09,8.1,11.48,10.99,14.5
RFM,Y44,control,183.73,246.09,180.51,239.86,240.77,279.53
RK,Y44,control,48.45917242,82.75862069,40.31088684,24.95840266,64.40943511,62.82307663
RL,Y44,control,17.6,17.1,14,14.4,18.9,12.5
RNa,Y44,control,17.7877082,10.92672414,7.337161418,9.195200981,8.029419445,11.9420443
SDM,Y44,control,64.85,81.16,69.95,70.6,76.6,67.36
SFM,Y44,control,1191.51,1473.14,1207.78,1338.35,1395.01,1373.79
SL,Y44,control,7.1,7.3,7.6,NA,7,7.1
ST,Y44,control,2.54,2.88,2.38,2.61,2.63,2.75
TDM,Y44,control,89.17,NA,93.35,94.98,100.76,99.42
TFM,Y44,control,1375.24,1719.23,1388.29,1578.21,1635.78,1653.32
WC,Y44,control,1286.07,1605.61,1294.94,1483.23,1535.02,1553.9
WCn,Y44,control,0.935160408,0.933912275,0.932759006,0.939817895,0.938402475,0.939866451
dGP,Y44,salt,-8920,-59987,-47221,-126088,-96954,-70428
GPF,Y44,salt,407050,287670,318707,217523,258879,300153
GPI,Y44,salt,NA,347657,365928,343611,355833,370581
L4A,Y44,salt,0.5241,3.6374,4.5107,3.5404,4.3662,2.408
L4DM,Y44,salt,NA,3.53,3.91,3.01,3.43,2.52
L4FM,Y44,salt,5.95,31.26,38.9,28.43,35.28,22.85
LeafElongationFactor,Y44,salt,0.6234,0.7754,0.6851,0.5863,0.7348,0.6796
LeafHorizWidth,Y44,salt,0.8334,2.7555,2.8405,2.1431,2.9596,2.0241
LeafPerimeter,Y44,salt,5.2632,17.829,20.1013,19.674,20.8393,14.0612
LeafSucculence,Y44,salt,9.502003434,7.62357728,7.75711087,7.179979663,7.294672713,8.44269103
LeafVertLength,Y44,salt,NA,3.5537,4.146,3.6552,4.0275,2.9783
LK,Y44,salt,132.0281124,123.6927515,114.1754787,131.3926042,122.9199372,132.5627152
LNa,Y44,salt,168.6746988,180.6707537,194.1983424,158.1431943,138.4615385,247.1716675
RDM,Y44,salt,2.71,2.95,3.66,4.46,3.39,3.26
RFM,Y44,salt,32.41,44.92,57.92,72.34,52.76,43.34
RK,Y44,salt,47.13804714,45.27043126,49.94471065,39.33411903,52.46100871,54.64071856
RL,Y44,salt,NA,13.4,14.7,14,18.4,15.8
RNa,Y44,salt,212.962963,201.3342864,194.4342057,171.2581025,210.6542435,NA
SDM,Y44,salt,NA,20.79,21.98,22.42,19.69,21.99
SFM,Y44,salt,218.5,216.87,222.32,NA,217.91,NA
SL,Y44,salt,5.3,5,5,4.9,4.4,4.1
ST,Y44,salt,1.5,1.46,1.4,1.49,1.37,1.3
TDM,Y44,salt,28.78,27.27,29.55,29.89,26.51,27.77
TFM,Y44,salt,250.91,261.79,280.24,317.59,270.67,236.83
WC,Y44,salt,222.13,234.52,250.69,287.7,244.16,209.06
WCn,Y44,salt,0.885297517,0.895832538,0.894554667,0.905884946,0.902057856,0.882742896
dGP,Y44,T0,NA,NA,NA,NA,NA,NA
GPF,Y44,T0,NA,NA,NA,NA,NA,NA
GPI,Y44,T0,NA,353757,371468,317299,316989,310608
L4A,Y44,T0,NA,NA,NA,NA,NA,NA
L4DM,Y44,T0,NA,NA,NA,NA,NA,NA
L4FM,Y44,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y44,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y44,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y44,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y44,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y44,T0,NA,NA,NA,NA,NA,NA
LK,Y44,T0,NA,NA,NA,NA,NA,NA
LNa,Y44,T0,NA,NA,NA,NA,NA,NA
RDM,Y44,T0,0.52,0.82,NA,0.41,1.1,1.07
RFM,Y44,T0,21.44,15.12,NA,13.64,16.91,13.8
RK,Y44,T0,NA,NA,NA,NA,NA,NA
RL,Y44,T0,11.7,7.5,10,11.1,13,9.6
RNa,Y44,T0,NA,NA,NA,NA,NA,NA
SDM,Y44,T0,9.25,8.24,8.56,6.96,6.47,6.23
SFM,Y44,T0,115.86,120.11,119.76,118.18,106.69,105.22
SL,Y44,T0,3.5,3.4,3.5,NA,3.3,3.6
ST,Y44,T0,1.04,0.93,1,1.11,1.04,1.15
TDM,Y44,T0,9.77,9.06,13.3,7.37,7.57,7.3
TFM,Y44,T0,137.3,135.23,156.49,131.82,123.6,119.02
WC,Y44,T0,127.53,126.17,143.19,124.45,116.03,111.72
WCn,Y44,T0,0.928841952,0.933003032,0.915010544,0.944090426,0.938754045,0.93866577
dGP,Y45,control,279201,199585,402359,159110,NA,NA
GPF,Y45,control,515544,475962,581159,337382,NA,NA
GPI,Y45,control,236343,276377,178800,178272,NA,NA
L4A,Y45,control,NA,NA,9.4407,NA,NA,NA
L4DM,Y45,control,NA,NA,NA,NA,NA,NA
L4FM,Y45,control,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y45,control,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y45,control,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y45,control,NA,NA,NA,NA,NA,NA
LeafSucculence,Y45,control,NA,NA,NA,NA,NA,NA
LeafVertLength,Y45,control,NA,NA,NA,NA,NA,NA
LK,Y45,control,NA,NA,NA,NA,NA,NA
LNa,Y45,control,NA,NA,NA,NA,NA,NA
RDM,Y45,control,NA,NA,NA,NA,NA,NA
RFM,Y45,control,NA,NA,NA,NA,NA,NA
RK,Y45,control,NA,NA,NA,NA,NA,NA
RL,Y45,control,NA,NA,NA,NA,NA,NA
RNa,Y45,control,NA,NA,NA,NA,NA,NA
SDM,Y45,control,NA,NA,NA,NA,NA,NA
SFM,Y45,control,NA,NA,NA,NA,NA,NA
SL,Y45,control,NA,NA,NA,NA,NA,NA
ST,Y45,control,NA,NA,NA,NA,NA,NA
TDM,Y45,control,NA,NA,NA,NA,NA,NA
TFM,Y45,control,NA,NA,NA,NA,NA,NA
WC,Y45,control,NA,NA,NA,NA,NA,NA
WCn,Y45,control,NA,NA,NA,NA,NA,NA
dGP,Y45,salt,-226781,-260314,-149776,-250252,NA,NA
GPF,Y45,salt,59314,48525,63353,28352,NA,NA
GPI,Y45,salt,286095,308839,213129,278604,NA,NA
L4A,Y45,salt,NA,NA,NA,NA,NA,NA
L4DM,Y45,salt,NA,NA,NA,NA,NA,NA
L4FM,Y45,salt,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y45,salt,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y45,salt,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y45,salt,NA,NA,NA,NA,NA,NA
LeafSucculence,Y45,salt,NA,NA,NA,NA,NA,NA
LeafVertLength,Y45,salt,NA,NA,NA,NA,NA,NA
LK,Y45,salt,NA,NA,NA,NA,NA,NA
LNa,Y45,salt,NA,NA,NA,NA,NA,NA
RDM,Y45,salt,NA,NA,NA,NA,NA,NA
RFM,Y45,salt,NA,NA,NA,NA,NA,NA
RK,Y45,salt,NA,NA,NA,NA,NA,NA
RL,Y45,salt,NA,NA,NA,NA,NA,NA
RNa,Y45,salt,NA,NA,NA,NA,NA,NA
SDM,Y45,salt,NA,NA,NA,NA,NA,NA
SFM,Y45,salt,NA,NA,NA,NA,NA,NA
SL,Y45,salt,NA,NA,NA,NA,NA,NA
ST,Y45,salt,NA,NA,NA,NA,NA,NA
TDM,Y45,salt,NA,NA,NA,NA,NA,NA
TFM,Y45,salt,NA,NA,NA,NA,NA,NA
WC,Y45,salt,NA,NA,NA,NA,NA,NA
WCn,Y45,salt,NA,NA,NA,NA,NA,NA
dGP,Y45,T0,NA,NA,NA,NA,NA,NA
GPF,Y45,T0,NA,NA,NA,NA,NA,NA
GPI,Y45,T0,201902,260108,211762,305588,158853,NA
L4A,Y45,T0,NA,NA,NA,NA,NA,NA
L4DM,Y45,T0,NA,NA,NA,NA,NA,NA
L4FM,Y45,T0,NA,NA,NA,NA,NA,NA
LeafElongationFactor,Y45,T0,NA,NA,NA,NA,NA,NA
LeafHorizWidth,Y45,T0,NA,NA,NA,NA,NA,NA
LeafPerimeter,Y45,T0,NA,NA,NA,NA,NA,NA
LeafSucculence,Y45,T0,NA,NA,NA,NA,NA,NA
LeafVertLength,Y45,T0,NA,NA,NA,NA,NA,NA
LK,Y45,T0,NA,NA,NA,NA,NA,NA
LNa,Y45,T0,NA,NA,NA,NA,NA,NA
RDM,Y45,T0,0.67,1.01,0.99,0.77,0.82,NA
RFM,Y45,T0,14.09,15.67,20.49,21.6,15.99,NA
RK,Y45,T0,NA,NA,NA,NA,NA,NA
RL,Y45,T0,NA,8.9,9.1,10.1,11.5,NA
RNa,Y45,T0,NA,NA,NA,NA,NA,NA
SDM,Y45,T0,4.58,6.16,5.75,NA,4.67,NA
SFM,Y45,T0,77.57,108.08,90.35,127.54,69.37,NA
SL,Y45,T0,4,3,2.5,4,2.5,NA
ST,Y45,T0,1.02,1.17,1.1,1.19,0.84,NA
TDM,Y45,T0,5.25,7.17,6.74,NA,5.49,NA
TFM,Y45,T0,91.66,123.75,110.84,149.14,85.36,NA
WC,Y45,T0,86.41,116.58,104.1,138.59,79.87,NA
